OK | 108 | 0.441s | CREATE INDEX IF NOT EXISTS gin_versao_arquivo_dados_conteudo ON dicionario.versao_arquivo USING gin (dados_conteudo)
OK | 109 | 0.440s | CREATE INDEX IF NOT EXISTS gin_versao_arquivo_produtor_snapshot ON dicionario.versao_arquivo USING gin (produtor_snapshot)
OK | 110 | 0.435s | CREATE INDEX IF NOT EXISTS gin_versao_arquivo_extensoes_snapshot ON dicionario.versao_arquivo USING gin (extensoes_snapshot)
OK | 111 | 0.455s | CREATE INDEX IF NOT EXISTS gin_versao_arquivo_diferenca_versao_anterior ON dicionario.versao_arquivo USING gin (diferenca_versao_anterior)
OK | 112 | 0.432s | CREATE INDEX IF NOT EXISTS gin_versao_arquivo_campos_adicionados ON dicionario.versao_arquivo USING gin (campos_adicionados)
OK | 113 | 0.448s | CREATE INDEX IF NOT EXISTS gin_versao_arquivo_campos_removidos ON dicionario.versao_arquivo USING gin (campos_removidos)
OK | 114 | 0.457s | CREATE INDEX IF NOT EXISTS gin_versao_arquivo_campos_modificados ON dicionario.versao_arquivo USING gin (campos_modificados)
OK | 115 | 0.449s | CREATE INDEX IF NOT EXISTS gin_versao_arquivo_extras ON dicionario.versao_arquivo USING gin (extras)
OK | 116 | 0.492s | CREATE INDEX IF NOT EXISTS gin_workflow_aprovacao_etapas_concluidas ON dicionario.workflow_aprovacao USING gin (etapas_concluidas)
OK | 117 | 0.444s | CREATE INDEX IF NOT EXISTS gin_workflow_aprovacao_proximas_etapas ON dicionario.workflow_aprovacao USING gin (proximas_etapas)
OK | 118 | 0.430s | CREATE INDEX IF NOT EXISTS gin_workflow_aprovacao_aprovadores_necessarios ON dicionario.workflow_aprovacao USING gin (aprovadores_necessarios)
OK | 119 | 0.428s | CREATE INDEX IF NOT EXISTS gin_workflow_aprovacao_aprovadores_atuais ON dicionario.workflow_aprovacao USING gin (aprovadores_atuais)
OK | 120 | 0.434s | CREATE INDEX IF NOT EXISTS gin_workflow_aprovacao_revisores_atribuidos ON dicionario.workflow_aprovacao USING gin (revisores_atribuidos)
OK | 121 | 0.427s | CREATE INDEX IF NOT EXISTS gin_workflow_aprovacao_rejeitado_por ON dicionario.workflow_aprovacao USING gin (rejeitado_por)
OK | 122 | 0.431s | CREATE INDEX IF NOT EXISTS gin_workflow_aprovacao_historico_acoes ON dicionario.workflow_aprovacao USING gin (historico_acoes)
OK | 123 | 0.432s | CREATE INDEX IF NOT EXISTS gin_workflow_aprovacao_comentarios_aprovadores ON dicionario.workflow_aprovacao USING gin (comentarios_aprovadores)
OK | 124 | 0.452s | CREATE INDEX IF NOT EXISTS gin_workflow_aprovacao_notificacoes_enviadas ON dicionario.workflow_aprovacao USING gin (notificacoes_enviadas)
OK | 125 | 0.457s | CREATE INDEX IF NOT EXISTS gin_workflow_aprovacao_configuracao_workflow ON dicionario.workflow_aprovacao USING gin (configuracao_workflow)
OK | 126 | 0.433s | CREATE INDEX IF NOT EXISTS gin_workflow_aprovacao_extras ON dicionario.workflow_aprovacao USING gin (extras)
